t,key,call,dir,strong,p,price,next_price,result
1784936999999,XRPUSDT:5m,BUY,1,0,0.5733,1.0913,1.0878,miss
1784937599999,XRPUSDT:30m,SELL,-1,0,0.4285,1.0913,1.0878,hit
1784937599999,XRPUSDT:1h,NEUTRAL,0,0,0.4627,1.0913,1.0879,na
1784937599999,XRPUSDT:1d,SELL,-1,0,0.4455,1.1061,1.0879,hit
1784936999999,DOGEUSDT:5m,NEUTRAL,0,0,0.4571,0.06958,0.06932,na
1784937599999,DOGEUSDT:30m,SELL,-1,0,0.4154,0.06958,0.06932,hit
1784937599999,DOGEUSDT:1h,NEUTRAL,0,0,0.4876,0.06958,0.06932,na
1784937599999,DOGEUSDT:1d,SELL,-1,0,0.3978,0.06891,0.06932,miss
1784936999999,ADAUSDT:5m,SELL,-1,0,0.4403,0.1638,0.1617,hit
1784937599999,ADAUSDT:30m,SELL,-1,0,0.4011,0.1638,0.1617,hit
1784937599999,ADAUSDT:1h,SELL,-1,0,0.4298,0.1638,0.1617,hit
1784937599999,ADAUSDT:1d,SELL,-1,0,0.4271,0.1677,0.1617,hit
1784936999999,TRXUSDT:5m,STRONG SELL,-1,1,0.3452,0.3308,0.3297,hit
1784937599999,TRXUSDT:30m,NEUTRAL,0,0,0.4732,0.3308,0.3296,na
1784937599999,TRXUSDT:1h,NEUTRAL,0,0,0.4777,0.3309,0.3296,na
1784937599999,TRXUSDT:1d,NEUTRAL,0,0,0.5436,0.329,0.3296,na
1784936999999,AVAXUSDT:5m,NEUTRAL,0,0,0.4985,6.3,6.244,na
1784937599999,AVAXUSDT:30m,SELL,-1,0,0.4206,6.3,6.241,hit
1784937599999,AVAXUSDT:1h,SELL,-1,0,0.4243,6.3,6.241,hit
1784937599999,AVAXUSDT:1d,NEUTRAL,0,0,0.4555,6.262,6.241,na
1784936999999,LINKUSDT:5m,NEUTRAL,0,0,0.4838,8.337,8.3,na
1784937599999,LINKUSDT:30m,SELL,-1,0,0.4495,8.337,8.3,hit
1784937599999,LINKUSDT:1h,NEUTRAL,0,0,0.4969,8.337,8.3,na
1784937599999,LINKUSDT:1d,NEUTRAL,0,0,0.4736,8.457,8.3,na
1784964899999,BTCUSDT:5m,BUY,1,0,0.5861,64018.08,64064.0,hit
1784966399999,BTCUSDT:30m,NEUTRAL,0,0,0.4677,64018.09,64064.0,na
1784966399999,BTCUSDT:1h,NEUTRAL,0,0,0.4917,64018.09,64064.01,na
1784964899999,ETHUSDT:5m,BUY,1,0,0.5601,1857.01,1858.5,hit
1784966399999,ETHUSDT:30m,BUY,1,0,0.5572,1857.01,1858.5,hit
1784966399999,ETHUSDT:1h,SELL,-1,0,0.3958,1857.01,1858.5,miss
1784964899999,SOLUSDT:5m,SELL,-1,0,0.4412,73.85,73.91,miss
1784966399999,SOLUSDT:30m,SELL,-1,0,0.4012,73.85,73.91,miss
1784966399999,SOLUSDT:1h,SELL,-1,0,0.4453,73.86,73.91,miss
1784964899999,BNBUSDT:5m,SELL,-1,0,0.425,564.13,565.07,miss
1784966399999,BNBUSDT:30m,NEUTRAL,0,0,0.5186,564.13,565.07,na
1784966399999,BNBUSDT:1h,NEUTRAL,0,0,0.5152,564.13,565.07,na
1784964899999,XRPUSDT:5m,NEUTRAL,0,0,0.4875,1.0878,1.0895,na
1784966399999,XRPUSDT:30m,SELL,-1,0,0.4278,1.0878,1.0894,miss
1784966399999,XRPUSDT:1h,SELL,-1,0,0.4481,1.0879,1.0894,miss
1784964899999,DOGEUSDT:5m,NEUTRAL,0,0,0.5425,0.06932,0.06937,na
1784966399999,DOGEUSDT:30m,NEUTRAL,0,0,0.4565,0.06932,0.06938,na
1784966399999,DOGEUSDT:1h,NEUTRAL,0,0,0.4978,0.06932,0.06938,na
1784964899999,ADAUSDT:5m,STRONG SELL,-1,1,0.3715,0.1617,0.1623,miss
1784966399999,ADAUSDT:30m,SELL,-1,0,0.405,0.1617,0.1623,miss
1784966399999,ADAUSDT:1h,SELL,-1,0,0.4268,0.1617,0.1623,miss
1784964899999,TRXUSDT:5m,STRONG SELL,-1,1,0.2692,0.3297,0.33,miss
1784966399999,TRXUSDT:30m,STRONG SELL,-1,1,0.2845,0.3296,0.33,miss
1784966399999,TRXUSDT:1h,NEUTRAL,0,0,0.4724,0.3296,0.33,na
1784964899999,AVAXUSDT:5m,NEUTRAL,0,0,0.4833,6.244,6.282,na
1784966399999,AVAXUSDT:30m,STRONG SELL,-1,1,0.349,6.241,6.282,miss
1784966399999,AVAXUSDT:1h,NEUTRAL,0,0,0.5172,6.241,6.282,na
1784964899999,LINKUSDT:5m,NEUTRAL,0,0,0.4683,8.3,8.312,na
1784966399999,LINKUSDT:30m,NEUTRAL,0,0,0.5251,8.3,8.312,na
1784966399999,LINKUSDT:1h,NEUTRAL,0,0,0.456,8.3,8.312,na
1784980199999,BTCUSDT:5m,NEUTRAL,0,0,0.5167,64064.0,64215.57,na
1784980799999,BTCUSDT:30m,NEUTRAL,0,0,0.4844,64064.0,64217.72,na
1784980799999,BTCUSDT:1h,NEUTRAL,0,0,0.4955,64064.01,64217.72,na
1784980199999,ETHUSDT:5m,NEUTRAL,0,0,0.5258,1858.5,1870.53,na
1784980799999,ETHUSDT:30m,STRONG SELL,-1,1,0.3297,1858.5,1870.53,miss
1784980799999,ETHUSDT:1h,STRONG SELL,-1,1,0.3081,1858.5,1870.53,miss
1784980199999,SOLUSDT:5m,SELL,-1,0,0.3891,73.91,74.24,miss
1784980799999,SOLUSDT:30m,SELL,-1,0,0.3925,73.91,74.24,miss
1784980799999,SOLUSDT:1h,SELL,-1,0,0.4484,73.91,74.24,miss
1784980199999,BNBUSDT:5m,NEUTRAL,0,0,0.4873,565.07,566.99,na
1784980799999,BNBUSDT:30m,SELL,-1,0,0.3971,565.07,566.99,miss
1784980799999,BNBUSDT:1h,NEUTRAL,0,0,0.5409,565.07,566.99,na
1784980199999,XRPUSDT:5m,SELL,-1,0,0.4205,1.0895,1.0995,miss
1784980799999,XRPUSDT:30m,SELL,-1,0,0.4295,1.0894,1.0995,miss
1784980799999,XRPUSDT:1h,NEUTRAL,0,0,0.4619,1.0894,1.0995,na
1784980199999,DOGEUSDT:5m,SELL,-1,0,0.4323,0.06937,0.07128,miss
1784980799999,DOGEUSDT:30m,SELL,-1,0,0.3869,0.06938,0.07123,miss
1784980799999,DOGEUSDT:1h,SELL,-1,0,0.4409,0.06938,0.07124,miss
1784980199999,ADAUSDT:5m,NEUTRAL,0,0,0.5041,0.1623,0.1649,na
1784980799999,ADAUSDT:30m,STRONG SELL,-1,1,0.3481,0.1623,0.1649,miss
1784980799999,ADAUSDT:1h,SELL,-1,0,0.4001,0.1623,0.1649,miss
1784980199999,TRXUSDT:5m,STRONG SELL,-1,1,0.327,0.33,0.33,hit
1784980799999,TRXUSDT:30m,NEUTRAL,0,0,0.502,0.33,0.33,na
1784980799999,TRXUSDT:1h,NEUTRAL,0,0,0.4684,0.33,0.3299,na
1784980199999,AVAXUSDT:5m,NEUTRAL,0,0,0.4742,6.282,6.57,na
1784980799999,AVAXUSDT:30m,NEUTRAL,0,0,0.4515,6.282,6.57,na
1784980799999,AVAXUSDT:1h,SELL,-1,0,0.3865,6.282,6.574,miss
1784980199999,LINKUSDT:5m,NEUTRAL,0,0,0.4563,8.312,8.393,na
1784980799999,LINKUSDT:30m,NEUTRAL,0,0,0.4961,8.312,8.393,na
1784980799999,LINKUSDT:1h,SELL,-1,0,0.4458,8.312,8.393,miss
1784994599999,BTCUSDT:5m,BUY,1,0,0.5843,64215.57,64364.45,hit
1784995199999,BTCUSDT:30m,NEUTRAL,0,0,0.5037,64217.72,64364.44,na
1784995199999,BTCUSDT:1h,NEUTRAL,0,0,0.5059,64217.72,64364.45,na
1784994599999,ETHUSDT:5m,STRONG BUY,1,1,0.6268,1870.53,1873.43,hit
1784995199999,ETHUSDT:30m,STRONG SELL,-1,1,0.2829,1870.53,1873.42,miss
1784995199999,ETHUSDT:1h,SELL,-1,0,0.4449,1870.53,1873.43,miss
1784994599999,SOLUSDT:5m,NEUTRAL,0,0,0.4818,74.24,74.51,na
1784995199999,SOLUSDT:30m,SELL,-1,0,0.3937,74.24,74.51,miss
1784995199999,SOLUSDT:1h,SELL,-1,0,0.4435,74.24,74.5,miss
1784994599999,BNBUSDT:5m,SELL,-1,0,0.4323,566.99,568.67,miss
1784995199999,BNBUSDT:30m,SELL,-1,0,0.4113,566.99,568.67,miss
1784995199999,BNBUSDT:1h,NEUTRAL,0,0,0.52,566.99,568.67,na
1784994599999,XRPUSDT:5m,NEUTRAL,0,0,0.5054,1.0995,1.1001,na
1784995199999,XRPUSDT:30m,NEUTRAL,0,0,0.4909,1.0995,1.0999,na
1784995199999,XRPUSDT:1h,NEUTRAL,0,0,0.5062,1.0995,1.0998,na
1784994599999,DOGEUSDT:5m,BUY,1,0,0.5729,0.07128,0.07287,hit
1784995199999,DOGEUSDT:30m,NEUTRAL,0,0,0.5008,0.07123,0.07288,na
1784995199999,DOGEUSDT:1h,STRONG SELL,-1,1,0.3524,0.07124,0.07288,miss
1784994599999,ADAUSDT:5m,NEUTRAL,0,0,0.5209,0.1649,0.1652,na
1784995199999,ADAUSDT:30m,STRONG SELL,-1,1,0.2565,0.1649,0.1652,miss
1784995199999,ADAUSDT:1h,SELL,-1,0,0.4406,0.1649,0.1652,miss
1784994599999,TRXUSDT:5m,STRONG SELL,-1,1,0.259,0.33,0.3306,miss
1784995199999,TRXUSDT:30m,SELL,-1,0,0.3973,0.33,0.3306,miss
1784995199999,TRXUSDT:1h,NEUTRAL,0,0,0.5388,0.3299,0.3306,na
1784994599999,AVAXUSDT:5m,NEUTRAL,0,0,0.5302,6.57,6.709,na
1784995199999,AVAXUSDT:30m,SELL,-1,0,0.3804,6.57,6.709,miss
1784995199999,AVAXUSDT:1h,SELL,-1,0,0.4008,6.574,6.709,miss
1784994599999,LINKUSDT:5m,BUY,1,0,0.556,8.393,8.397,hit
1784995199999,LINKUSDT:30m,NEUTRAL,0,0,0.4903,8.393,8.397,na
1784995199999,LINKUSDT:1h,NEUTRAL,0,0,0.4736,8.393,8.397,na
1785009899999,BTCUSDT:5m,NEUTRAL,0,0,0.5364,64364.45,64383.01,na
1785011399999,BTCUSDT:30m,SELL,-1,0,0.4176,64364.44,64383.01,miss
1785013199999,BTCUSDT:1h,NEUTRAL,0,0,0.4904,64364.45,64383.01,na
1785009899999,ETHUSDT:5m,BUY,1,0,0.5532,1873.43,1874.56,hit
1785011399999,ETHUSDT:30m,SELL,-1,0,0.432,1873.42,1874.56,miss
1785013199999,ETHUSDT:1h,SELL,-1,0,0.4341,1873.43,1874.56,miss
1785009899999,SOLUSDT:5m,BUY,1,0,0.5638,74.51,74.47,miss
1785011399999,SOLUSDT:30m,STRONG SELL,-1,1,0.3602,74.51,74.47,hit
1785013199999,SOLUSDT:1h,SELL,-1,0,0.441,74.5,74.47,hit
1785009899999,BNBUSDT:5m,NEUTRAL,0,0,0.4963,568.67,569.05,na
1785011399999,BNBUSDT:30m,NEUTRAL,0,0,0.4629,568.67,569.04,na
1785013199999,BNBUSDT:1h,NEUTRAL,0,0,0.546,568.67,569.04,na
1785009899999,XRPUSDT:5m,BUY,1,0,0.5648,1.1001,1.0984,miss
1785011399999,XRPUSDT:30m,NEUTRAL,0,0,0.4966,1.0999,1.0984,na
1785013199999,XRPUSDT:1h,NEUTRAL,0,0,0.4573,1.0998,1.0984,na
1785009899999,DOGEUSDT:5m,NEUTRAL,0,0,0.4896,0.07287,0.07176,na
1785011399999,DOGEUSDT:30m,NEUTRAL,0,0,0.4621,0.07288,0.07176,na
1785013199999,DOGEUSDT:1h,STRONG SELL,-1,1,0.3233,0.07288,0.07176,hit
1785009899999,ADAUSDT:5m,NEUTRAL,0,0,0.4704,0.1652,0.1646,na
1785011399999,ADAUSDT:30m,SELL,-1,0,0.4346,0.1652,0.1646,hit
1785013199999,ADAUSDT:1h,SELL,-1,0,0.4389,0.1652,0.1646,hit
1785009899999,TRXUSDT:5m,SELL,-1,0,0.3977,0.3306,0.3315,miss
1785011399999,TRXUSDT:30m,SELL,-1,0,0.4198,0.3306,0.3315,miss
1785013199999,TRXUSDT:1h,SELL,-1,0,0.4428,0.3306,0.3315,miss
1785009899999,AVAXUSDT:5m,NEUTRAL,0,0,0.5103,6.709,6.747,na
1785011399999,AVAXUSDT:30m,NEUTRAL,0,0,0.5078,6.709,6.747,na
1785013199999,AVAXUSDT:1h,NEUTRAL,0,0,0.4658,6.709,6.747,na
1785009899999,LINKUSDT:5m,BUY,1,0,0.5596,8.397,8.379,miss
1785011399999,LINKUSDT:30m,SELL,-1,0,0.4254,8.397,8.379,hit
1785013199999,LINKUSDT:1h,NEUTRAL,0,0,0.4569,8.397,8.379,na
1785023099999,BTCUSDT:5m,SELL,-1,0,0.3897,64383.01,64365.17,hit
1785023999999,BTCUSDT:30m,NEUTRAL,0,0,0.4628,64383.01,64365.16,na
1785023999999,BTCUSDT:1h,NEUTRAL,0,0,0.4927,64383.01,64365.17,na
1785023999999,BTCUSDT:1d,NEUTRAL,0,0,0.484,64018.09,64365.17,na
1785023099999,ETHUSDT:5m,BUY,1,0,0.6123,1874.56,1881.24,hit
1785023999999,ETHUSDT:30m,NEUTRAL,0,0,0.4818,1874.56,1881.23,na
1785023999999,ETHUSDT:1h,SELL,-1,0,0.3958,1874.56,1881.24,miss
1785023999999,ETHUSDT:1d,NEUTRAL,0,0,0.5198,1857.01,1881.24,na
1785023099999,SOLUSDT:5m,NEUTRAL,0,0,0.4955,74.47,74.86,na
1785023999999,SOLUSDT:30m,STRONG SELL,-1,1,0.38,74.47,74.86,miss
1785023999999,SOLUSDT:1h,NEUTRAL,0,0,0.497,74.47,74.87,na
1785023999999,SOLUSDT:1d,SELL,-1,0,0.4407,73.86,74.87,miss
1785023099999,BNBUSDT:5m,NEUTRAL,0,0,0.493,569.05,571.57,na
1785023999999,BNBUSDT:30m,SELL,-1,0,0.4361,569.04,571.57,miss
1785023999999,BNBUSDT:1h,NEUTRAL,0,0,0.4813,569.04,571.56,na
1785023999999,BNBUSDT:1d,NEUTRAL,0,0,0.4959,564.13,571.57,na
1785023099999,XRPUSDT:5m,NEUTRAL,0,0,0.5059,1.0984,1.0986,na
1785023999999,XRPUSDT:30m,NEUTRAL,0,0,0.516,1.0984,1.0986,na
1785023999999,XRPUSDT:1h,NEUTRAL,0,0,0.4707,1.0984,1.0987,na
1785023999999,XRPUSDT:1d,STRONG SELL,-1,1,0.2889,1.0879,1.0987,miss
1785023099999,DOGEUSDT:5m,NEUTRAL,0,0,0.5303,0.07176,0.07325,na
1785023999999,DOGEUSDT:30m,NEUTRAL,0,0,0.4622,0.07176,0.07325,na
1785023999999,DOGEUSDT:1h,STRONG SELL,-1,1,0.295,0.07176,0.07326,miss
1785023999999,DOGEUSDT:1d,SELL,-1,0,0.4181,0.06932,0.07326,miss
1785023099999,ADAUSDT:5m,NEUTRAL,0,0,0.4942,0.1646,0.1651,na
1785023999999,ADAUSDT:30m,STRONG SELL,-1,1,0.3507,0.1646,0.1651,miss
1785023999999,ADAUSDT:1h,SELL,-1,0,0.4433,0.1646,0.1651,miss
1785023999999,ADAUSDT:1d,SELL,-1,0,0.419,0.1617,0.1651,miss
1785023099999,TRXUSDT:5m,SELL,-1,0,0.407,0.3315,0.3311,hit
1785023999999,TRXUSDT:30m,NEUTRAL,0,0,0.4636,0.3315,0.3311,na
1785023999999,TRXUSDT:1h,NEUTRAL,0,0,0.5067,0.3315,0.3311,na
1785023999999,TRXUSDT:1d,NEUTRAL,0,0,0.5431,0.3296,0.3311,na
1785023099999,AVAXUSDT:5m,NEUTRAL,0,0,0.5459,6.747,6.785,na
1785023999999,AVAXUSDT:30m,NEUTRAL,0,0,0.5098,6.747,6.786,na
1785023999999,AVAXUSDT:1h,NEUTRAL,0,0,0.5051,6.747,6.786,na
1785023999999,AVAXUSDT:1d,NEUTRAL,0,0,0.4633,6.241,6.786,na
1785023099999,LINKUSDT:5m,NEUTRAL,0,0,0.5102,8.379,8.423,na
1785023999999,LINKUSDT:30m,NEUTRAL,0,0,0.4632,8.379,8.423,na
1785023999999,LINKUSDT:1h,SELL,-1,0,0.4389,8.379,8.423,miss
1785023999999,LINKUSDT:1d,NEUTRAL,0,0,0.4822,8.3,8.423,na
1785052799999,BTCUSDT:5m,NEUTRAL,0,0,0.5428,64365.17,64515.21,na
1785052799999,BTCUSDT:30m,SELL,-1,0,0.4292,64365.16,64515.2,miss
1785052799999,BTCUSDT:1h,NEUTRAL,0,0,0.4837,64365.17,64515.2,na
1785052799999,ETHUSDT:5m,BUY,1,0,0.5756,1881.24,1886.71,hit
1785052799999,ETHUSDT:30m,NEUTRAL,0,0,0.4606,1881.23,1886.81,na
1785052799999,ETHUSDT:1h,NEUTRAL,0,0,0.4929,1881.24,1886.81,na
1785052799999,SOLUSDT:5m,NEUTRAL,0,0,0.5007,74.86,74.94,na
1785052799999,SOLUSDT:30m,STRONG SELL,-1,1,0.3597,74.86,74.94,miss
1785052799999,SOLUSDT:1h,NEUTRAL,0,0,0.4796,74.87,74.94,na
1785052799999,BNBUSDT:5m,BUY,1,0,0.6019,571.57,570.51,miss
1785052799999,BNBUSDT:30m,NEUTRAL,0,0,0.4994,571.57,570.51,na
1785052799999,BNBUSDT:1h,NEUTRAL,0,0,0.5411,571.56,570.51,na
1785052799999,XRPUSDT:5m,NEUTRAL,0,0,0.4853,1.0986,1.1002,na
1785052799999,XRPUSDT:30m,NEUTRAL,0,0,0.4631,1.0986,1.1003,na
1785052799999,XRPUSDT:1h,SELL,-1,0,0.4374,1.0987,1.1003,miss
1785052799999,DOGEUSDT:5m,NEUTRAL,0,0,0.4852,0.07325,0.07327,na
1785052799999,DOGEUSDT:30m,NEUTRAL,0,0,0.4873,0.07325,0.07327,na
1785052799999,DOGEUSDT:1h,NEUTRAL,0,0,0.502,0.07326,0.07327,na
1785052799999,ADAUSDT:5m,NEUTRAL,0,0,0.4574,0.1651,0.165,na
1785052799999,ADAUSDT:30m,SELL,-1,0,0.385,0.1651,0.165,hit
1785052799999,ADAUSDT:1h,SELL,-1,0,0.4384,0.1651,0.165,hit
1785052799999,TRXUSDT:5m,STRONG SELL,-1,1,0.2837,0.3311,0.3323,miss
1785052799999,TRXUSDT:30m,SELL,-1,0,0.4165,0.3311,0.3323,miss
1785052799999,TRXUSDT:1h,NEUTRAL,0,0,0.5283,0.3311,0.3322,na
1785052799999,AVAXUSDT:5m,NEUTRAL,0,0,0.5109,6.785,6.706,na
1785052799999,AVAXUSDT:30m,NEUTRAL,0,0,0.5166,6.786,6.706,na
1785052799999,AVAXUSDT:1h,NEUTRAL,0,0,0.5161,6.786,6.706,na
1785052799999,LINKUSDT:5m,NEUTRAL,0,0,0.5136,8.423,8.438,na
1785052799999,LINKUSDT:30m,NEUTRAL,0,0,0.4753,8.423,8.438,na
1785052799999,LINKUSDT:1h,NEUTRAL,0,0,0.4632,8.423,8.438,na
1785066599999,BTCUSDT:5m,SELL,-1,0,0.4491,64515.21,64786.01,miss
1785067199999,BTCUSDT:30m,NEUTRAL,0,0,0.4564,64515.2,64786.0,na
1785067199999,BTCUSDT:1h,NEUTRAL,0,0,0.4821,64515.2,64786.01,na
1785066899999,ETHUSDT:5m,BUY,1,0,0.5624,1886.71,1913.94,hit
1785067199999,ETHUSDT:30m,NEUTRAL,0,0,0.4868,1886.81,1913.79,na
1785067199999,ETHUSDT:1h,NEUTRAL,0,0,0.4761,1886.81,1913.79,na
1785066899999,SOLUSDT:5m,NEUTRAL,0,0,0.4719,74.94,75.33,na
1785067199999,SOLUSDT:30m,SELL,-1,0,0.395,74.94,75.32,miss
1785067199999,SOLUSDT:1h,NEUTRAL,0,0,0.5111,74.94,75.32,na
1785066899999,BNBUSDT:5m,NEUTRAL,0,0,0.4768,570.51,573.29,na
1785067199999,BNBUSDT:30m,NEUTRAL,0,0,0.4731,570.51,573.29,na
1785067199999,BNBUSDT:1h,BUY,1,0,0.5676,570.51,573.28,hit
1785066899999,XRPUSDT:5m,NEUTRAL,0,0,0.4805,1.1002,1.1034,na
1785067199999,XRPUSDT:30m,NEUTRAL,0,0,0.5183,1.1003,1.1034,na
1785067199999,XRPUSDT:1h,NEUTRAL,0,0,0.4673,1.1003,1.1034,na
1785066899999,DOGEUSDT:5m,NEUTRAL,0,0,0.4778,0.07327,0.07309,na
1785067199999,DOGEUSDT:30m,NEUTRAL,0,0,0.4928,0.07327,0.07309,na
1785067199999,DOGEUSDT:1h,NEUTRAL,0,0,0.478,0.07327,0.0731,na
1785066599999,ADAUSDT:5m,SELL,-1,0,0.4164,0.165,0.1654,miss
1785067199999,ADAUSDT:30m,SELL,-1,0,0.3825,0.165,0.1654,miss
1785067199999,ADAUSDT:1h,NEUTRAL,0,0,0.451,0.165,0.1654,na
1785066899999,TRXUSDT:5m,STRONG SELL,-1,1,0.2742,0.3323,0.3328,miss
1785067199999,TRXUSDT:30m,SELL,-1,0,0.3915,0.3323,0.3328,miss
1785067199999,TRXUSDT:1h,NEUTRAL,0,0,0.4996,0.3322,0.3328,na
1785066899999,AVAXUSDT:5m,NEUTRAL,0,0,0.4651,6.706,6.689,na
1785067199999,AVAXUSDT:30m,NEUTRAL,0,0,0.4915,6.706,6.689,na
1785067199999,AVAXUSDT:1h,NEUTRAL,0,0,0.4508,6.706,6.689,na
1785066899999,LINKUSDT:5m,NEUTRAL,0,0,0.4889,8.438,8.549,na
1785067199999,LINKUSDT:30m,NEUTRAL,0,0,0.475,8.438,8.549,na
1785067199999,LINKUSDT:1h,SELL,-1,0,0.429,8.438,8.551,miss
1785080999999,BTCUSDT:5m,SELL,-1,0,0.4377,64786.01,64685.99,hit
1785081599999,BTCUSDT:30m,NEUTRAL,0,0,0.4871,64786.0,64686.0,na
1785081599999,BTCUSDT:1h,NEUTRAL,0,0,0.4899,64786.01,64686.0,na
1785080999999,ETHUSDT:5m,NEUTRAL,0,0,0.4965,1913.94,1913.81,na
1785081599999,ETHUSDT:30m,SELL,-1,0,0.4099,1913.79,1913.8,miss
1785081599999,ETHUSDT:1h,STRONG SELL,-1,1,0.3647,1913.79,1913.8,miss
1785080999999,SOLUSDT:5m,SELL,-1,0,0.3937,75.33,75.36,miss
1785081599999,SOLUSDT:30m,STRONG SELL,-1,1,0.3521,75.32,75.36,miss
1785081599999,SOLUSDT:1h,NEUTRAL,0,0,0.4979,75.32,75.36,na
1785080999999,BNBUSDT:5m,NEUTRAL,0,0,0.4648,573.29,573.47,na
1785081599999,BNBUSDT:30m,NEUTRAL,0,0,0.5124,573.29,573.47,na
1785081599999,BNBUSDT:1h,NEUTRAL,0,0,0.5361,573.28,573.48,na
1785080999999,XRPUSDT:5m,NEUTRAL,0,0,0.4898,1.1034,1.1025,na
1785081599999,XRPUSDT:30m,NEUTRAL,0,0,0.5227,1.1034,1.1025,na
1785081599999,XRPUSDT:1h,NEUTRAL,0,0,0.5277,1.1034,1.1025,na
1785080999999,DOGEUSDT:5m,NEUTRAL,0,0,0.4648,0.07309,0.07265,na
1785081599999,DOGEUSDT:30m,BUY,1,0,0.5625,0.07309,0.07265,miss
1785081599999,DOGEUSDT:1h,NEUTRAL,0,0,0.5349,0.0731,0.07265,na
1785080999999,ADAUSDT:5m,SELL,-1,0,0.4085,0.1654,0.1646,hit
1785081599999,ADAUSDT:30m,SELL,-1,0,0.4,0.1654,0.1646,hit
1785081599999,ADAUSDT:1h,SELL,-1,0,0.4359,0.1654,0.1646,hit
1785080999999,TRXUSDT:5m,STRONG SELL,-1,1,0.2916,0.3328,0.3321,hit
1785081599999,TRXUSDT:30m,STRONG SELL,-1,1,0.3493,0.3328,0.3321,hit
1785081599999,TRXUSDT:1h,NEUTRAL,0,0,0.522,0.3328,0.3321,na
1785080999999,AVAXUSDT:5m,NEUTRAL,0,0,0.4582,6.689,6.669,na
1785081599999,AVAXUSDT:30m,BUY,1,0,0.5753,6.689,6.669,miss
1785081599999,AVAXUSDT:1h,NEUTRAL,0,0,0.5074,6.689,6.669,na
1785080999999,LINKUSDT:5m,NEUTRAL,0,0,0.5067,8.549,8.586,na
1785081599999,LINKUSDT:30m,SELL,-1,0,0.4381,8.549,8.586,miss
1785081599999,LINKUSDT:1h,NEUTRAL,0,0,0.4644,8.551,8.586,na
1785096299999,BTCUSDT:5m,NEUTRAL,0,0,0.5145,64685.99,65370.66,na
1785097799999,BTCUSDT:30m,NEUTRAL,0,0,0.4678,64686.0,65363.01,na
1785099599999,BTCUSDT:1h,SELL,-1,0,0.4329,64686.0,65363.01,miss
1785096299999,ETHUSDT:5m,NEUTRAL,0,0,0.464,1913.81,1952.4,na
1785097799999,ETHUSDT:30m,NEUTRAL,0,0,0.4896,1913.8,1952.4,na
1785099599999,ETHUSDT:1h,SELL,-1,0,0.4462,1913.8,1952.4,miss
1785096299999,SOLUSDT:5m,NEUTRAL,0,0,0.4693,75.36,76.64,na
1785097799999,SOLUSDT:30m,SELL,-1,0,0.4352,75.36,76.63,miss
1785099599999,SOLUSDT:1h,NEUTRAL,0,0,0.5318,75.36,76.63,na
1785096299999,BNBUSDT:5m,NEUTRAL,0,0,0.4636,573.47,574.53,na
1785097799999,BNBUSDT:30m,NEUTRAL,0,0,0.5153,573.47,574.53,na
1785099599999,BNBUSDT:1h,BUY,1,0,0.5518,573.48,574.53,hit
1785096299999,XRPUSDT:5m,SELL,-1,0,0.4139,1.1025,1.1125,miss
1785097799999,XRPUSDT:30m,NEUTRAL,0,0,0.5029,1.1025,1.1125,na
1785099599999,XRPUSDT:1h,NEUTRAL,0,0,0.4909,1.1025,1.1125,na
1785096299999,DOGEUSDT:5m,SELL,-1,0,0.4196,0.07265,0.07333,miss
1785097799999,DOGEUSDT:30m,BUY,1,0,0.5856,0.07265,0.07333,hit
1785099599999,DOGEUSDT:1h,STRONG BUY,1,1,0.6756,0.07265,0.07331,hit
1785096299999,ADAUSDT:5m,STRONG SELL,-1,1,0.3605,0.1646,0.1657,miss
1785097799999,ADAUSDT:30m,SELL,-1,0,0.3999,0.1646,0.1657,miss
1785099599999,ADAUSDT:1h,NEUTRAL,0,0,0.4925,0.1646,0.1657,na
1785096299999,TRXUSDT:5m,STRONG SELL,-1,1,0.3649,0.3321,0.3321,hit
1785097799999,TRXUSDT:30m,SELL,-1,0,0.4067,0.3321,0.3321,hit
1785099599999,TRXUSDT:1h,NEUTRAL,0,0,0.5445,0.3321,0.3321,na
1785096299999,AVAXUSDT:5m,SELL,-1,0,0.3915,6.669,6.732,miss
1785097799999,AVAXUSDT:30m,NEUTRAL,0,0,0.5116,6.669,6.732,na
1785099599999,AVAXUSDT:1h,NEUTRAL,0,0,0.4918,6.669,6.732,na
1785096299999,LINKUSDT:5m,NEUTRAL,0,0,0.5115,8.586,8.811,na
1785097799999,LINKUSDT:30m,NEUTRAL,0,0,0.4855,8.586,8.811,na
1785099599999,LINKUSDT:1h,NEUTRAL,0,0,0.4966,8.586,8.811,na
1785109199999,BTCUSDT:5m,SELL,-1,0,0.4227,65370.66,65122.73,hit
1785110399999,BTCUSDT:30m,NEUTRAL,0,0,0.5238,65363.01,65122.73,na
1785110399999,BTCUSDT:1h,NEUTRAL,0,0,0.4909,65363.01,65122.73,na
1785110399999,BTCUSDT:1d,NEUTRAL,0,0,0.4713,64365.17,65122.73,na
1785109199999,ETHUSDT:5m,NEUTRAL,0,0,0.4777,1952.4,1961.65,na
1785110399999,ETHUSDT:30m,NEUTRAL,0,0,0.5128,1952.4,1961.65,na
1785110399999,ETHUSDT:1h,SELL,-1,0,0.4427,1952.4,1961.65,miss
1785110399999,ETHUSDT:1d,NEUTRAL,0,0,0.476,1881.24,1961.72,na
